id,quantity,author,title,publisher,category_id
4744,22,Brandon Sanderson,"Mitosis (The Reckoners, #1.5)",Macmillan Publishers,5
4745,626,"Alexandre Dumas fils, David Coward",La Dame aux Camélias,Simon & Schuster,8
4746,26,Rachel Hauck,The Wedding Dress,Penguin Random House,2
4747,47,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",Fish: A Proven Way to Boost Morale and Improve Results,Pearson,6
4748,46,Stephen E. Ambrose,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",Scholastic,2
4749,22,Linda Sue Park,A Long Walk to Water: Based on a True Story,Hachette Livre,1
4750,33,Michael  Grant,"Light (Gone, #6)",Scholastic,3
4751,13,"Vi Keeland, Penelope Ward",Stuck-Up Suit,Pearson,1
4752,61,Philip José Farmer,"To Your Scattered Bodies Go (Riverworld, #1)",Wiley,8
4753,78,Nora Roberts,Midnight Bayou,Hachette Livre,9
4754,65,Mark Helprin,Winter's Tale,Scholastic,9
4755,66,Sidney Sheldon,The Doomsday Conspiracy,Hachette Livre,2
4756,73,"J.D. Robb, Susan Ericksen","Rapture in Death (In Death, #4)",HarperCollins,4
4757,538,Thomas Paine,Common Sense,Hachette Livre,2
4758,49,Adeline Yen Mah,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Penguin Random House,11
4759,9,مصطفى محمود,رحلتي من الشك إلى الإيمان,Simon & Schuster,11
4760,19,C.C. Hunter,"Whispers at Moonrise (Shadow Falls, #4)",Macmillan Publishers,8
4761,38,Timothy Ferriss,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Wiley,11
4762,116,"Michel Houellebecq, Frank Wynne",The Elementary Particles,Scholastic,11
4763,10,Georgia Cates,"Beauty from Surrender (Beauty, #2)",Oxford University Press,12
4764,3,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",Dracula (Marvel Illustrated),Oxford University Press,3
4765,62,Dav Pilkey,"The Adventures of Captain Underpants (Captain Underpants, #1)",HarperCollins,2
4766,37,Paul Tough,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Pearson,7
4767,85,Arthur C. Clarke,The Fountains of Paradise,Hachette Livre,6
4768,78,Elif Shafak,The Bastard of Istanbul,Simon & Schuster,5
4769,27,David Levithan,Two Boys Kissing,HarperCollins,1
4770,50,James Rollins,"The Doomsday Key (Sigma Force, #6)",Scholastic,8
4771,11,Scott B. Smith,The Ruins,Simon & Schuster,2
4772,45,Erin Hunter,"A Dangerous Path (Warriors, #5)",Scholastic,2
4773,57,Michael Blake,"Dances with Wolves (Dances with Wolves, #1)",Springer,3
4774,17,Tamora Pierce,"Bloodhound (Beka Cooper, #2)",Pearson,10
4775,14,Brent Weeks,"The Night Angel Trilogy (Night Angel, #1-3)",Hachette Livre,9
4776,20,William Faulkner,A Rose for Emily and Other Stories,Pearson,11
4777,627,Anonymous,The Holy Bible: English Standard Version,Springer,9
4778,73,Ellis Peters,"A Morbid Taste for Bones (Chronicles of Brother Cadfael, #1)",Scholastic,11
4779,92,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",The Lives of the Artists,Wiley,5
4780,35,Sherrilyn Kenyon,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",HarperCollins,1
4781,48,Angie Sage,"Syren (Septimus Heap, #5)",Pearson,6
4782,115,"Dmitry Glukhovsky, M. David Drevs","Metro 2033 (METRO, #1)",Wiley,2
4783,67,Christos Tsiolkas,The Slap,Scholastic,10
4784,14,"Robert Henri, Forbes Watson, Margery A. Ryerson","The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art (Icon Editions)",Wiley,6
4785,36,Marcus Sakey,"Brilliance (Brilliance Saga, #1)",Scholastic,4
4786,6,Camille Pagán,Life and Other Near-Death Experiences,Pearson,12
4787,37,Jonathan Lethem,The Fortress of Solitude,Scholastic,7
4788,39,Dean Koontz,The Darkest Evening of the Year,Macmillan Publishers,2
4789,43,Jeff VanderMeer,"Authority (Southern Reach, #2)",Springer,5
4790,56,"Holly Black, Tony DiTerlizzi","The Wrath of Mulgarath (The Spiderwick Chronicles, #5)",Macmillan Publishers,11
4791,5,Caroline Preston,The Scrapbook of Frankie Pratt,Springer,5
4792,33,Myla Goldberg,Bee Season,Wiley,2
4793,72,Karin Slaughter,"Indelible (Grant County, #4)",Penguin Random House,12
4794,43,Dean Koontz,Night Chills,Simon & Schuster,2
4795,14,"Ram Dass, Richard Alpert",Be Here Now,Simon & Schuster,11
4796,74,Patricia Cornwell,"Trace (Kay Scarpetta, #13)",Oxford University Press,12
4797,67,Conn Iggulden,"Genghis: Birth of an Empire (Conqueror, #1)",Macmillan Publishers,1
4798,20,David Eddings,"The Ruby Knight (The Elenium, #2)",Wiley,11
4799,47,Clive Barker,The Thief of Always,Penguin Random House,9
4800,47,Lara Adrian,"Kiss of Crimson (Midnight Breed, #2)",HarperCollins,6
4801,22,Tess Gerritsen,"The Keepsake (Rizzoli & Isles, #7)",HarperCollins,1
4802,54,Brad Stone,The Everything Store: Jeff Bezos and the Age of Amazon,Scholastic,6
4803,26,Brittainy C. Cherry,"The Air He Breathes (Elements, #1)",Springer,10
4804,26,Kresley Cole,Kiss of a Demon King (Immortals After Dark #7),Wiley,2
4805,29,Steven Erikson,"The Bonehunters (Malazan Book of the Fallen, #6)",Springer,8
4806,8,Heidi McLaughlin,"Forever My Girl (The Beaumont Series, #1)",Penguin Random House,10
4807,14,Charlie N. Holmberg,"The Glass Magician (The Paper Magician Trilogy, #2)",Springer,11
4808,14,Ashwin Sanghi,Chanakya's Chant,Macmillan Publishers,10
4809,88,Norman Mailer,The Naked and the Dead,Springer,5
4810,23,James M. McPherson,Battle Cry of Freedom,Oxford University Press,5
4811,5,"Michael Teitelbaum, Sue DiCicco",The Little Mermaid,Scholastic,7
4812,60,"James Patterson, Andrew Gross",Lifeguard,Simon & Schuster,3
4813,19,Rob Buyea,Because of Mr. Terupt,HarperCollins,3
4814,45,Judy Blume,Blubber,Macmillan Publishers,10
4815,21,Jeaniene Frost,"One Grave at a Time (Night Huntress, #6)",Penguin Random House,10
4816,21,Jennifer L. Armentrout,"Apollyon (Covenant, #4)",Scholastic,3
4817,38,Lindsey Kelk,"I Heart New York (I Heart, #1)",Simon & Schuster,10
4818,32,Meg Cabot,"Airhead (Airhead, #1)",Wiley,10
4819,48,"A.N. Roquelaure, Anne Rice","Beauty's Release (Sleeping Beauty, #3)",Macmillan Publishers,11
4820,29,Beth Fantaskey,"Jessica's Guide to Dating on the Dark Side (Jessica, #1)",Penguin Random House,6
4821,6,E.E. Cummings,"Complete Poems, 1904-1962",HarperCollins,5
4822,37,"Larry Bossidy, Ram Charan, Charles Burck",Execution: The Discipline of Getting Things Done,Scholastic,4
4823,23,Caitlin Doughty,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Penguin Random House,11
4824,47,Daniel Silva,"The Rembrandt Affair (Gabriel Allon, #10)",Penguin Random House,2
4825,182,H.P. Lovecraft,The Call of Cthulhu,Wiley,2
4826,63,"Joe Hill, Christopher Golden",20th Century Ghosts,Scholastic,6
4827,45,David Mitchell,Ghostwritten,Scholastic,6
4828,16,Simon Wood,The One That Got Away,Wiley,12
4829,27,Richelle Mead,"The Ruby Circle (Bloodlines, #6)",Springer,2
4830,25,Grace Lin,Where the Mountain Meets the Moon,Macmillan Publishers,8
4831,60,Arthur Ransome,"Swallows and Amazons (Swallows and Amazons, #1)",HarperCollins,3
4832,17,Olivia Cunning,"Rock Hard (Sinners on Tour, #2)",Oxford University Press,5
4833,39,Caitlin Moran,How to Build a Girl,HarperCollins,9
4834,7,Andrea Hirata,"Sang Pemimpi (Tetralogi Laskar Pelangi, #2)",Wiley,1
4835,32,A.J. Jacobs,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,HarperCollins,11
4836,43,Lisa Gardner,"Touch & Go (Tessa Leoni, #2)",Wiley,5
4837,37,Chris Bohjalian,The Double Bind,Wiley,8
4838,18,Mary Kay Andrews,Summer Rental,Hachette Livre,6
4839,53,S.K. Tremayne,The Ice Twins,HarperCollins,9
4840,36,J.A. Redmerski,"The Edge of Always (The Edge of Never, #2)",Hachette Livre,3
4841,60,Tracy Chevalier,The Virgin Blue,Simon & Schuster,10
4842,39,Michael Moss,Salt Sugar Fat: How the Food Giants Hooked Us,Scholastic,7
4843,34,"Edward Eager, N.M. Bodecker","Half Magic (Tales of Magic, #1)",Wiley,5
4844,22,"Steve Hockensmith, Jane Austen, Patrick Arrasmith","Dawn of the Dreadfuls (Pride and Prejudice and Zombies, #0.5)",Scholastic,9
4845,46,Lisa Gardner,"Live to Tell (Detective D.D. Warren, #4)",Macmillan Publishers,5
4846,30,Kevin Henkes,Lilly's Purple Plastic Purse,Wiley,5
4847,64,Helene Hanff,"84, Charing Cross Road",Macmillan Publishers,11
4848,9,J.R. Ward,"Father Mine (Black Dagger Brotherhood, #6.5)",Penguin Random House,6
4849,43,"Thich Nhat Hanh, Arnold Kotler, Dalai Lama XIV",Peace Is Every Step: The Path of Mindfulness in Everyday Life,Simon & Schuster,1
4850,15,Kyousuke Motomi,"Electric Daisy, Vol. 1 (Dengeki Daisy, #1)",Wiley,5
4851,19,Anna Kendrick,Scrappy Little Nobody,Simon & Schuster,10
4852,11,Robert Masello,The Einstein Prophecy,Oxford University Press,9
4853,16,Kate Atkinson,"Started Early, Took My Dog (Jackson Brodie, #4)",Pearson,10
4854,19,"Jim Starlin, Jim Aparo, Mike DeCarlo",Batman: A Death in the Family,HarperCollins,10
4855,51,Colum McCann,TransAtlantic,Simon & Schuster,6
4856,27,Jeaniene Frost,"Eternal Kiss of Darkness (Night Huntress World, #2)",Oxford University Press,10
4857,50,Lisa Lutz,"The Spellman Files (The Spellmans, #1)",Oxford University Press,8
4858,25,Clive Barker,Books of Blood: Volumes One to Three (Books of Blood #1-3),Penguin Random House,3
4859,63,James Rollins,"The Judas Strain (Sigma Force, #4)",Hachette Livre,9
4860,17,Donald Miller,Searching for God Knows What,Hachette Livre,4
4861,15,Shel Silverstein,The Missing Piece,Springer,12
4862,92,Robert   Harris,Fatherland,Wiley,5
4863,25,Daniel Suarez,"Freedom™ (Daemon, #2)",Wiley,7
4864,119,Thornton Wilder,The Bridge of San Luis Rey,Hachette Livre,6
4865,267,Fyodor Dostoyevsky,White Nights,Hachette Livre,10
4866,31,Laurell K. Hamilton,"Skin Trade (Anita Blake, Vampire Hunter #17)",Oxford University Press,11
4867,115,James E. Talmage,Jesus the Christ,Scholastic,3
4868,7,Don Ferguson,Disney's the Lion King,Wiley,11
4869,103,"Charlotte Brontë, Lucasta Miller, collaborative, Jessica Cox",Shirley,Simon & Schuster,2
4870,71,Nora Roberts,"Born in Ice (Born In Trilogy, #2)",Scholastic,9
4871,40,Tom Robbins,Villa Incognito,Wiley,12
4872,30,Paul Beatty,The Sellout,Pearson,11
4873,12,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell","Fables, Vol. 4: March of the Wooden Soldiers",Penguin Random House,3
4874,41,"Lee Child, Dick Hill",Night School,Penguin Random House,10
4875,62,Tess Gerritsen,"The Silent Girl (Rizzoli & Isles, #9)",Pearson,1
4876,30,Dr. Seuss,Horton Hatches the Egg,Scholastic,7
4877,11,Bella Forrest,"A Shade of Blood (A Shade of Vampire, #2)",Simon & Schuster,11
4878,28,"Jenna Miscavige Hill, Lisa Pulitzer",Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Springer,3
4879,306,"Plato, James J. Helm",Apology,HarperCollins,5
4880,16,"Garth Ennis, Steve Dillon, Penn Jillette","Preacher, Volume 3: Proud Americans",HarperCollins,4
4881,46,Anne Rice,"The Wolf Gift (The Wolf Gift Chronicles, #1)",Wiley,9
4882,14,"Diane Muldrow, J.P. Miller",The Little Red Hen (Little Golden Book),Wiley,5
4883,38,Sandra Brown,Lethal,Pearson,2
4884,16,Dan Simmons,The Terror,Oxford University Press,10
4885,43,Ludwig Bemelmans,Madeline's Rescue,Wiley,10
4886,21,"John Heilemann, Mark Halperin","Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Wiley,12
4887,52,V.C. Andrews,"Garden of Shadows (Dollanganger, #5)",Macmillan Publishers,3
4888,21,Kim Harrison,"A Perfect Blood (The Hollows, #10)",Simon & Schuster,7
4889,39,"Joni Eareckson Tada, Joe Musser",Joni: An Unforgettable Story,Springer,8
4890,40,"Margaret Weis, Tracy Hickman","War of the Twins (Dragonlance: Legends, #2)",Wiley,12
4891,52,James Patterson,"Cross Fire (Alex Cross, #17)",Simon & Schuster,5
4892,30,Ross King,Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,Wiley,5
4893,53,Shakti Gawain,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,Macmillan Publishers,1
4894,42,Janet Evanovich,"Metro Girl (Alex Barnaby, #1)",Macmillan Publishers,4
4895,9,"Colleen Hoover, Tarryn Fisher","Never Never: Part Three (Never Never, #3)",Macmillan Publishers,4
4896,33,Darynda Jones,"Second Grave on the Left (Charley Davidson, #2)",Springer,3
4897,45,"Anya Seton, Philippa Gregory",Katherine,Simon & Schuster,12
4898,71,Marina Lewycka,A Short History of Tractors in Ukrainian,Wiley,5
4899,24,Kimberly McCreight,Where They Found Her,Scholastic,11
4900,31,Kelley Armstrong,"Industrial Magic (Women of the Otherworld, #4)",Simon & Schuster,5
4901,81,"René Goscinny, Jean-Jacques Sempé","Le Petit Nicolas (Le petit Nicolas, #1)",Oxford University Press,9
4902,31,A.G. Riddle,"The Atlantis Plague (The Origin Mystery, #2)",Oxford University Press,7
4903,28,"Harold G. Moore, Joseph L. Galloway",We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Simon & Schuster,5
4904,84,Ken Follett,Whiteout,Scholastic,5
4905,51,Barbara W. Tuchman,A Distant Mirror:  The Calamitous 14th Century,Springer,3
4906,20,Mike Lupica,Heat,HarperCollins,3
4907,44,Neil Strauss,The Game: Penetrating the Secret Society of Pickup Artists,Oxford University Press,2
4908,48,Sue Grafton,"N is for Noose (Kinsey Millhone, #14)",Oxford University Press,12
4909,33,Julia Quinn,Just Like Heaven (Smythe-Smith Quartet #1),Hachette Livre,9
4910,23,"Rick Riordan, Tk","Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",Hachette Livre,1
4911,50,Lisa Gardner,"Catch Me (Detective D.D. Warren, #6)",Simon & Schuster,4
4912,47,Debbie Macomber,"The Shop on Blossom Street (Blossom Street, #1)",Simon & Schuster,8
4913,35,R.A. Salvatore,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",Pearson,4
4914,66,Nelson DeMille,"Night Fall (John Corey, #3)",Penguin Random House,8
4915,59,Darren Shan,"Trials of Death (Cirque Du Freak, #5)",Scholastic,8
4916,44,"Eric Van Lustbader, Robert Ludlum","The Bourne Objective (Jason Bourne, #8)",Wiley,4
4917,27,Elle Kennedy,"The Score (Off-Campus, #3)",Wiley,9
4918,20,Karen Kingsbury,"Even Now (Lost Love, #1)",Scholastic,11
4919,52,Anita Shreve,Testimony,Macmillan Publishers,6
4920,12,Ilona Andrews,"Magic Rises (Kate Daniels, #6)",Springer,7
4921,31,Ben Aaronovitch,"Whispers Under Ground (Peter Grant, #3)",Oxford University Press,12
4922,41,"James Patterson, Maxine Paetro","Unlucky 13 (Women’s Murder Club, #13)",Wiley,11
4923,71,Sidney Sheldon,The Best Laid Plans,Penguin Random House,1
4924,54,Terry Pratchett,Nation,Macmillan Publishers,12
4925,71,Lisa Kleypas,"Secrets of a Summer Night (Wallflowers, #1)",Macmillan Publishers,12
4926,39,Ted Dekker,"Red: The Heroic Rescue (The Circle, #2)",Scholastic,2
4927,32,Louise Penny,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Scholastic,6
4928,35,Jennifer L. Armentrout,"White Hot Kiss (The Dark Elements, #1)",Hachette Livre,4
4929,14,"Jun Mochizuki, 望月淳",Pandora Hearts 1巻,Hachette Livre,11
4930,8,H.P. Lovecraft,At the Mountains of Madness and Other Tales of Terror,Simon & Schuster,9
4931,15,Mary Karr,Lit,Simon & Schuster,5
4932,56,Anne McCaffrey,"Dragonsdawn (Pern, #9)",Pearson,10
4933,27,Kathryn Erskine,Mockingbird,Oxford University Press,6
4934,8,أحمد حلمي,28 حرف,Scholastic,4
4935,21,Joshua Harris,I Kissed Dating Goodbye,Macmillan Publishers,3
4936,25,Zilpha Keatley Snyder,"The Egypt Game (Game, #1)",Oxford University Press,9
4937,37,Kaye Gibbons,Ellen Foster,HarperCollins,3
4938,70,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",The Complete Stories,Simon & Schuster,7
4939,10,"Isa Chandra Moskowitz, Terry Hope Romero",Veganomicon: The Ultimate Vegan Cookbook,Simon & Schuster,5
4940,38,"Margaret Weis, Tracy Hickman","Test of the Twins (Dragonlance: Legends, #3)",Oxford University Press,4
4941,60,Flannery O'Connor,Wise Blood,Scholastic,6
4942,28,Sabahattin Ali,Kürk Mantolu Madonna,Macmillan Publishers,12
4943,37,Terry Brooks,"Running with the Demon (Word & Void, #1)",Hachette Livre,4
4944,243,Charles M. Sheldon,In His Steps,Wiley,2
4945,31,Kresley Cole,Lothaire (Immortals After Dark #12),Macmillan Publishers,8
4946,12,Mo Willems,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Scholastic,7
4947,60,David Baldacci,"The Whole Truth (A. Shaw, #1)",HarperCollins,1
4948,35,"Elissa Wall, Lisa Pulitzer","Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",Macmillan Publishers,11
4949,45,Ruta Sepetys,Out of the Easy,Wiley,5
4950,18,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",Batman: The Man Who Laughs,Penguin Random House,5
4951,36,Erin Hunter,"Midnight (Warriors: The New Prophecy, #1)",Simon & Schuster,2
4952,20,Ben Horowitz,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Springer,3
4953,11,Jessica Sorensen,"The Fallen Star (Fallen Star, #1)",Hachette Livre,3
4954,46,Stephen R. Donaldson,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Hachette Livre,8
4955,22,Russell Brand,My Booky Wook,Springer,10
4956,49,Nora Roberts,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Oxford University Press,11
4957,33,Simon Garfield,Just My Type: A Book About Fonts,Wiley,8
4958,46,J.D. Robb,"Promises in Death (In Death, #28)",Macmillan Publishers,6
4959,30,Charles Bukowski,Love Is a Dog from Hell,Wiley,6
4960,20,N.K. Jemisin,"The Fifth Season (The Broken Earth, #1)",Scholastic,4
4961,4,R.D. Ronald,The Zombie Room,Simon & Schuster,12
4962,64,John Katzenbach,The Analyst,Springer,7
4963,35,Jasper Fforde,Shades of Grey,Hachette Livre,7
4964,43,S.E. Hinton,"That Was Then, This Is Now",Macmillan Publishers,8
4965,37,"Trenton Lee Stewart, Del Roy","The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)",Springer,9
4966,32,Kevin    Wilson,The Family Fang,Simon & Schuster,3
4967,26,Chris Gardner,The Pursuit of Happyness,Pearson,1
4968,93,Karl Ove Knausgård,Min kamp 1 (Min kamp #1),Penguin Random House,11
4969,48,Alan Bradley,"A Red Herring Without Mustard (Flavia de Luce, #3)",Macmillan Publishers,7
4970,18,Doris Kearns Goodwin,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,HarperCollins,11
4971,28,Richard Russo,Straight Man,Hachette Livre,9
4972,54,Walker Percy,The Moviegoer,Springer,4
4973,240,"Anton Chekhov, Tom    Murphy",The Cherry Orchard,Scholastic,11
4974,18,Wendy Mass,"11 Birthdays (Willow Falls, #1)",Oxford University Press,10
4975,122,"J.R.R. Tolkien, Christopher Tolkien",Unfinished Tales of Númenor and Middle-Earth,Hachette Livre,8
4976,27,Ann Brashares,"Sisterhood Everlasting (Sisterhood, #5)",Macmillan Publishers,1
4977,19,Grant Naylor,Infinity Welcomes Careful Drivers (Red Dwarf #1),Springer,12
4978,23,Christopher Moore,Coyote Blue,Hachette Livre,10
4979,9,"أحلام مستغانمي, Ahlam Mosteghanemi",فوضى الحواس,Scholastic,5
4980,430,G.K. Chesterton,Orthodoxy,Simon & Schuster,11
4981,29,"Jane O'Connor, Robin Preiss Glasser",Fancy Nancy,Hachette Livre,8
4982,100,Graham Greene,The Heart of the Matter,Pearson,2
4983,65,Jeff Kinney,"The Long Haul (Diary of a Wimpy Kid, #9)",Macmillan Publishers,1
4984,25,"Patricia C. Wrede, Peter de Sève","Talking to Dragons (Enchanted Forest Chronicles, #4)",Scholastic,8
4985,51,"James Patterson, Howard Roughan",Sail,Oxford University Press,2
4986,36,"Neil Gaiman, Chris Riddell",The Sleeper and the Spindle,Scholastic,3
4987,12,Susan Meissner,A Fall of Marigolds,Simon & Schuster,10
4988,50,"A.N. Roquelaure, Anne Rice","Beauty's Punishment (Sleeping Beauty, #2)",Pearson,5
4989,23,Dee Henderson,"The Negotiator (O'Malley, #1)",Wiley,5
4990,7,Ravinder Singh,Can Love Happen Twice?,Hachette Livre,12
4991,33,"Gregory Maguire, Douglas Smith","A Lion Among Men (The Wicked Years, #3)",Wiley,1
4992,41,Raymond E. Feist,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",HarperCollins,6
4993,37,Tobias Wolff,This Boy's Life,HarperCollins,6
4994,30,Jonathan Maberry,"Patient Zero (Joe Ledger, #1)",Scholastic,8
4995,107,Willa Cather,Death Comes for the Archbishop,Oxford University Press,6
4996,16,Patricia Briggs,"Fair Game (Alpha & Omega, #3)",Oxford University Press,6
4997,16,Rick Riordan,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",HarperCollins,9
4998,310,"Molière, Martin Sorrell",Tartuffe,Scholastic,7
4999,24,Larissa Ione,Passion Unleashed (Demonica #3),Scholastic,2
5000,9,Kazune Kawahara,"High School Debut, Vol. 01 (High School Debut, #1)",Penguin Random House,4
5001,4,أثير عبدالله النشمي,في ديسمبر تنتهي كل الأحلام,Pearson,9
5002,8,Mercer Mayer,Just for You (Little Critter),Pearson,2
5003,46,James Rollins,Amazonia,Simon & Schuster,7
5004,42,David D. Burns,Feeling Good: The New Mood Therapy,Simon & Schuster,6
5005,80,Nora Roberts,Blue Smoke,Scholastic,3
5006,74,Patricia Cornwell,"Predator (Kay Scarpetta, #14)",Pearson,6
5007,40,Melody Beattie,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Hachette Livre,2
5008,288,"Ivan Goncharov, Stephen Pearl, Galya Diment",Oblomov,Wiley,6
5009,70,Clive Cussler,"Inca Gold (Dirk Pitt, #12)",Pearson,11
5010,27,Ruth Reichl,Delicious!,Simon & Schuster,1
5011,39,"Po Bronson, Ashley Merryman",NurtureShock: New Thinking About Children,Simon & Schuster,5
5012,59,Nelson DeMille,"Wild Fire (John Corey, #4)",Springer,2
5013,73,Mary Higgins Clark,Two Little Girls in Blue,Simon & Schuster,3
5014,36,"Raymond E. Feist, Janny Wurts","Daughter of the Empire (The Empire Trilogy, #1)",Hachette Livre,6
5015,35,Neal Shusterman,"Everlost (Skinjacker, #1)",Pearson,10
5016,23,Kresley Cole,Dreams of a Dark Warrior (Immortals After Dark #11),Oxford University Press,2
5017,63,"John Grisham, Richard Thomas","Theodore Boone: Kid Lawyer (Theodore Boone, #1)",Penguin Random House,6
5018,17,Chris Ware,"Jimmy Corrigan, the Smartest Kid on Earth",Hachette Livre,8
5019,30,Richard Peck,"A Year Down Yonder (A Long Way from Chicago, #2)",Wiley,2
5020,10,Kristen Ashley,"Own the Wind (Chaos, #1)",HarperCollins,4
5021,106,Carlos Ruiz Zafón,Marina,Hachette Livre,6
5022,46,Ann Brashares,My Name Is Memory,Springer,10
5023,37,Jeanette Winterson,Written on the Body,HarperCollins,10
5024,42,Colleen Houck,"Tiger's Voyage (The Tiger Saga, #3)",Simon & Schuster,6
5025,33,Dean Koontz,"Dead and Alive (Dean Koontz's Frankenstein, #3)",HarperCollins,9
5026,44,Matt Ridley,Genome: the Autobiography of a Species in 23 Chapters,Springer,5
5027,15,Sandra Boynton,The Going-To-Bed Book,Simon & Schuster,11
5028,45,Louise Rennison,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",Macmillan Publishers,2
5029,34,"Tim LaHaye, Jerry B. Jenkins","Desecration (Left Behind, #9)",Macmillan Publishers,3
5030,31,Phil Klay,Redeployment,HarperCollins,11
5031,20,Libba Bray,Going Bovine,Penguin Random House,6
5032,115,James M. Cain,The Postman Always Rings Twice,Hachette Livre,1
5033,36,Carrie Ryan,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",Springer,8
5034,33,Robert Kurson,Shadow Divers,Penguin Random House,5
5035,30,Clare Vanderpool,Moon Over Manifest,HarperCollins,11
5036,58,Amitav Ghosh,The Glass Palace,Oxford University Press,2
5037,3,"Jessica Anthony, Rodrigo Corral",Chopsticks,Scholastic,3
5038,17,Lisa Scottoline,Every Fifteen Minutes,Scholastic,6
5039,46,James Dashner,"The Eye of Minds (The Mortality Doctrine, #1)",Pearson,4
5040,233,Agatha Christie,"4:50 from Paddington (Miss Marple, #8)",Simon & Schuster,11
5041,66,J.D. Robb,"Ceremony in Death (In Death, #5)",Macmillan Publishers,10
5042,104,"Jo Nesbø, Don Bartlett","Cockroaches (Harry Hole, #2)",Oxford University Press,9
5043,41,Charlaine Harris,"Grave Surprise (Harper Connelly, #2)",Hachette Livre,7
5044,93,"Isabel Allende, Margaret Sayers Peden","City of the Beasts (Eagle and Jaguar, #1)",Wiley,10
5045,42,"Naguib Mahfouz, نجيب محفوظ",أولاد حارتنا,HarperCollins,1
5046,46,China Miéville,"The Scar (Bas-Lag, #2)",Hachette Livre,2
5047,45,Meg Cabot,"Haunted (The Mediator, #5)",Wiley,7
5048,45,Anne McCaffrey,"Dragondrums (Harper Hall, #3)",Oxford University Press,6
5049,34,Rachel Simon,The Story of Beautiful Girl,Penguin Random House,1
5050,60,Dava Sobel,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",Macmillan Publishers,3
5051,42,Leon Uris,Mila 18,Springer,5
5052,4,Allen Say,Drawing from Memory,Hachette Livre,11
5053,75,Amitav Ghosh,"Sea of Poppies (Ibis Trilogy, #1)",Oxford University Press,5
5054,47,"Isaac Asimov, Robert Silverberg",Nightfall,Scholastic,4
5055,18,"Melinda Long, David Shannon",How I Became a Pirate,Scholastic,5
5056,39,Edward Abbey,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",Scholastic,4
5057,61,John Irving,Last Night in Twisted River,Simon & Schuster,1
5058,24,Rob Bell,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Hachette Livre,4
5059,23,Rachel Caine,"Bite Club (The Morganville Vampires, #10)",Simon & Schuster,3
5060,53,Jeffrey Archer,A Matter of Honor,Macmillan Publishers,3
5061,47,Linda Howard,Mr. Perfect,Simon & Schuster,1
5062,37,M. Leighton,"Up to Me (The Bad Boys, #2)",Oxford University Press,4
5063,12,Mira Lyn Kelly,"Waking Up Married (Waking Up, #1)",Penguin Random House,6
5064,75,Linwood Barclay,No Time for Goodbye (No Time For Goodbye #1),HarperCollins,2
5065,24,Katherine Hannigan,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",Wiley,11
